,Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank(2020),Closing Rank(2020),Opening Rank(2021),Closing Rank(2021),Opening Rank(2022),Closing Rank(2022),Opening Rank(2023),Closing Rank(2023),Opening Rank(2024),Closing Rank(2024),opening Rank(2025),closing Rank
3531,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3607,3607,5193,5193,4388,4388,2917,2917,1851,1851,1336,1336
3532,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,5541,11245,386,13212,2826,16600,4010,17159,8522,15421,6201,14970
3533,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),14458,17851,16015,19201,20289,27082,21245,26190,20469,27144,20336,27212
3534,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,570,570,94,94,233,233,721,721,118,118,509,509
3535,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1870,2229,1833,2305,2331,2539,2516,2855,2362,2678,2345,2641
3536,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3215,3215,4163,4163,4976,4976,4117,4117,4548,4548,4647,4647
3537,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,90,90,78,78,116,116,148,148,221,221,269,269
3538,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2897,4168,3282,4739,4169,5401,4718,5925,3838,5580,3582,5387
3539,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),4677,7502,5960,8990,9647,10544,8012,8979,7546,9960,7484,10136
3540,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,214,214,185,185,183,183,280,280,70,70,231,231
3541,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,599,1626,1294,2230,1682,2383,672,2804,810,2819,798,2827
3542,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1449,1816,3062,3629,2832,3011,4040,4309,1393,3524,2502,3669
3543,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,104,389,280,478,192,399,291,563,339,602,309,590
3544,"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),589,589,658,658,1321,1321,242,242,1432,1432,379,379
3545,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,1000,4358,2243,5432,1528,3730,936,4661,1196,4178,1175,4241
3546,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),4272,10332,4133,7464,4027,5239,2903,6687,3258,9721,3204,9143
3547,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,102,102,211,211,216,216,478,478,331,331,388,388
3548,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),625,625,1496,1496,213,213,192,192,366,366,296,296
3549,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1143,6677,1532,3305,2104,4467,1032,1574,1094,3165,1083,2163
3550,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),6254,6254,2250,2250,3105,3105,6767,6767,4052,4052,5487,5487
3551,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,809,1980,967,1510,735,1427,997,1689,963,1501,986,1588
3552,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),2832,3860,1579,2598,1349,1900,1685,1867,2267,2814,2053,2563
3553,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,172,1193,384,1171,263,1261,241,1124,455,1189,327,1143
3554,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),786,1174,531,790,1399,1491,244,322,493,804,337,445
3555,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,79,79,8,8,14,14,74,74,69,69,69,69
3556,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,466,1176,508,2028,260,1170,767,1313,350,605,694,975
3557,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),790,790,277,277,1004,1004,1169,1169,1657,1657,1511,1511
3558,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,163,564,1,386,96,759,86,1147,299,1019,175,1011
3559,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),482,1578,138,342,738,1260,1701,2086,1426,1945,1415,2003
3560,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,3,3,5,5,7,7,5,5,5,5,5,5
3561,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,74,108,37,100,106,173,117,186,124,144,122,145
3562,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),281,281,221,221,250,250,309,309,323,323,324,324
3563,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,108,225,94,204,155,353,202,410,173,351,170,347
3564,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),416,447,174,332,267,313,726,881,426,939,546,941
3565,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,7,7,11,11,6,6,23,23,19,19,20,20
3566,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,33,175,8,142,41,61,39,268,24,199,32,230
3567,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),103,335,85,168,82,118,186,497,160,467,165,470
3568,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,22,51,38,47,16,23,46,51,45,77,45,79
3569,"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),34,34,59,59,25,25,249,249,115,115,191,191
3570,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,7490,10081,6980,9878,4515,9847,6915,9254,6688,9043,6728,9050
3571,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),15016,24347,16308,18635,11592,15047,11085,12625,15587,17584,15833,16597
3572,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,638,638,280,280,569,569,715,715,359,359,574,574
3573,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,7831,12296,5655,6612,6566,7259,4664,6477,8013,9952,6165,8313
3574,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),11932,11932,6332,6332,8184,8184,13202,13202,8917,8917,10896,10896
3575,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2854,3925,2272,3012,2227,2920,2051,2541,2109,2771,2082,2661
3576,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),6301,6874,4078,4818,3513,4068,3200,4288,4609,5023,4076,4779
3577,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1420,2298,775,3355,2183,2934,1758,2606,1677,2077,1724,1873
3578,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),940,1907,2643,3152,2291,2660,1852,2495,1736,2233,1719,2182
3579,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1973,2568,486,3867,2305,3011,2382,2952,1740,2748,2145,2729
3580,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1435,1435,3385,3385,2619,2619,2674,2674,3464,3464,3477,3477
3581,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,954,4057,2608,4818,2180,5604,3618,5422,3029,5244,3200,5143
3582,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),5752,7558,5494,8665,7091,8308,7962,10272,3527,9861,4154,9812
3583,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,216,216,74,74,183,183,183,183,251,251,203,203
3584,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,649,735,541,862,836,986,838,944,721,851,754,801
3585,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1292,1292,1689,1689,1647,1647,2196,2196,1425,1425,1937,1937
3586,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,932,1599,1373,2201,1447,2164,1371,2599,1300,1914,1258,2128
3587,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),2966,3190,3075,4170,3748,3761,3124,4122,3194,3377,3174,3305
3588,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),361,361,107,107,260,260,207,207,283,283,215,215
3589,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,128,509,733,1130,340,993,1068,1282,999,1198,1040,1238
3590,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),930,1213,2002,2177,1626,1722,1587,1958,1322,2209,1586,2121
3591,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,8,8,53,53,8,8,112,112,24,24,101,101
3592,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,157,378,103,376,82,252,230,327,127,329,184,328
3593,"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),212,212,649,649,633,633,920,920,517,517,753,753
3594,"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,3043,7112,5364,7856,3831,7437,4341,6871,2712,6799,2717,6775
3595,"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),11646,14933,11870,14671,5883,9977,7666,9954,11473,14428,11405,14378
3596,"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,138,138,287,287,405,405,278,278,256,256,253,253
3597,"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3687,6967,1530,4889,4720,6588,2590,3744,4239,6964,2829,4528
3598,"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1523,2734,1577,2061,1564,2127,1574,2031,1630,2102,1625,2055
3599,"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),3958,6064,3081,4046,2427,2648,2314,2465,3900,4264,3529,3830
3600,"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,713,1788,1558,2227,1289,1911,915,1723,1190,1404,1133,1339
3601,"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),1317,1744,870,2344,1110,1807,1450,1791,1215,1460,1329,1564
3602,"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,30,30,30,30,53,53,175,175,158,158,157,157
3603,"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1622,1701,2460,3283,1870,2054,1472,2256,984,2669,860,2583
